Disease,week_of_year,district,state_ut,temp_celsius,preci,Cases
Acute Diarrhoeal Disease,7,Pathanamthitta,Kerala,28.875000000000057,0.2312094282,6.0
Acute Diarrhoeal Disease,7,S.A.S Nagar,Punjab,17.03800000000001,0.7055489849,8.0
Acute Diarrhoeal Disease,7,Madurai,Tamil Nadu,34.315000000000055,0.1070984761,41.0
Acute Diarrhoeal Disease,7,North Goa,Goa,29.73333340000005,3.7e-05,19.0
Acute Diarrhoeal Disease,7,West Garo Hills,Meghalaya,21.960000000000036,3.7e-05,14.0
Acute Diarrhoeal Disease,7,East Khasi Hills,Meghalaya,20.266666600000008,0.115696099,54.0
Acute Diarrhoeal Disease,8,Belagavi,Karnataka,38.16666660000004,0.0003425621281,37.0
Acute Diarrhoeal Disease,8,Dakshina Kannada,Karnataka,33.370000000000005,0.0003948141038,13.0
Chikungunya,8,Karur,Tamil Nadu,38.83400000000006,0.006853667065,12.0
Acute Diarrhoeal Disease,8,Thoothukudi,Tamil Nadu,35.37500000000006,0.2012647131,34.0
Chikungunya,8,Ariyalur,Tamil Nadu,34.50600000000003,0.01820628309,15.0
Chikungunya,8,Erode,Tamil Nadu,36.226,0.004181771232,22.0
Acute Diarrhoeal Disease,9,Visakhapatnam,Andhra Pradesh,35.6466666,0.001563707088,133.0
Dengue,9,Kolhapur,Maharashtra,39.27000000000004,0.0001514302351,7.0
Dengue,9,Nalgonda,Telangana,39.03800000000001,0.0002344754334,59.0
Acute Diarrhoeal Disease,10,Dima Hasao,Assam,24.562000000000012,0.05266030585,9.0
Acute Diarrhoeal Disease,10,Kangra,Himachal Pradesh,15.122000000000014,0.3749970267,225.0
Acute Diarrhoeal Disease,10,Mandi,Himachal Pradesh,12.760000000000048,0.5797664278,126.0
Chikungunya,10,Erode,Tamil Nadu,38.53000000000003,0.02002703379,31.0
Acute Diarrhoeal Disease,11,Jorhat,Assam,21.214000000000055,0.2238638954,35.0
Acute Diarrhoeal Disease,11,Rajnandgaon,Chhattisgarh,34.27000000000004,0.01301690773,13.0
Chikungunya,11,Hassan,Karnataka,38.27800000000002,0.003303466915,15.0
Chikungunya,11,Tumkur,Karnataka,39.786666600000046,0.0002054410762,49.0
Chikungunya,11,Yadgiri,Karnataka,43.76333340000002,0.0001087863941,20.0
Acute Diarrhoeal Disease,11,Koraput,Odisha,33.238,0.005392221548,13.0
Cholera,11,Hoshiarpur,Punjab,22.99000000000001,0.2177767322,98.0
Acute Diarrhoeal Disease,11,Nagapattinam,Tamil Nadu,35.63400000000007,0.01486379149,166.0
Acute Diarrhoeal Disease,11,Tiruvarur,Tamil Nadu,36.617999999999995,0.01496587186,263.0
Chikungunya,12,Trichy,Tamil Nadu,39.48200000000003,0.006489457821,23.0
Chikungunya,13,Khunti,Jharkhand,31.32000000000005,0.01662686566,23.0
Acute Diarrhoeal Disease,13,Ratnagiri,Maharashtra,36.98333340000005,0.002829652269,45.0
Dengue,13,Tirunelveli,Tamil Nadu,38.05800000000005,0.02209664155,35.0
Chikungunya,13,Madurai,Tamil Nadu,43.51400000000007,0.006165418869,39.0
Acute Diarrhoeal Disease,13,Almora,Uttarakhand,21.786,0.1610176345,28.0
Acute Diarrhoeal Disease,14,Durg,Chhattisgarh,38.23333340000005,0.001338561477,15.0
Chikungunya,14,Dharwad,Karnataka,45.25400000000002,0.06617019652,20.0
Chikungunya,14,Puducherry,Puducherry,39.55000000000001,0.0008623288635,7.0
Acute Diarrhoeal Disease,14,Bishnupur,West Bengal,36.190000000000055,0.09626971162,83.0
Dengue,14,Chitradurga,Karnataka,40.47000000000003,0.0002862262239,18.0
Acute Diarrhoeal Disease,14,Mysuru,Karnataka,40.70600000000002,0.004683109691,61.0
Chikungunya,14,Mahabubnagar,Telangana,44.858000000000004,0.000115105571,46.0
Malaria,15,Dhubri,Assam,24.74200000000002,0.2764066617,15.0
Acute Diarrhoeal Disease,15,Rajkot,Gujarat,48.40666660000005,6.94e-05,70.0
Acute Diarrhoeal Disease,15,Ariyalur,Tamil Nadu,40.81400000000002,0.01383985113,11.0
Acute Diarrhoeal Disease,15,Bankura,West Bengal,36.190000000000055,0.09626971162,83.0
Malaria,15,Pathanamthitta,Kerala,29.382000000000062,0.1896526638,3.0
Acute Diarrhoeal Disease,16,Kurnool,Andhra Pradesh,44.00600000000003,0.02615758416,42.0
Acute Diarrhoeal Disease,16,Kanker,Chhattisgarh,39.61400000000003,0.04790943286,104.0
Chikungunya,16,Belagavi,Karnataka,43.454000000000065,0.1043416407,13.0
Acute Diarrhoeal Disease,16,Dhar,Madhya Pradesh,46.26600000000002,0.08209509687,12.0
Acute Diarrhoeal Disease,16,Jajpur,Odisha,36.29400000000004,0.06346748876,16.0
Acute Diarrhoeal Disease,16,S.A.S Nagar,Punjab,33.3966666,0.3997254864,18.0
Acute Diarrhoeal Disease,16,Nadia,West Bengal,30.073333400000024,0.215991275,332.0
Dengue,16,North Goa,Goa,34.82666660000001,0.0003177100814,5.0
Acute Diarrhoeal Disease,17,Lakhimpur,Assam,27.55000000000001,0.6748318597,37.0
Acute Diarrhoeal Disease,17,Nagaon,Assam,28.906000000000006,0.07967517011,20.0
Acute Diarrhoeal Disease,17,Sonitpur (Tezpur),Assam,26.950000000000045,0.322215395,22.0
Acute Diarrhoeal Disease,17,Udalguri,Assam,26.154000000000053,0.03253068923,52.0
Acute Diarrhoeal Disease,17,Mandi,Himachal Pradesh,24.922000000000025,0.3928754947,74.0
Acute Diarrhoeal Disease,17,Kaithal,Haryana,36.74333340000004,0.04091918687,28.0
Dengue,17,Raichur,Karnataka,49.27800000000002,0.001452589777,7.0
Malaria,18,Nagaon,Assam,28.49000000000001,0.720231476,9.0
Acute Diarrhoeal Disease,18,Villupuram - Kallakurichi,Tamil Nadu,41.70500000000004,0.006734349841,22.0
Acute Diarrhoeal Disease,18,Rampurhat,West Bengal,34.113333400000045,0.1243603352,72.0
Acute Diarrhoeal Disease,19,Dibrugarh,Assam,21.230000000000018,0.889684084,9.0
Cholera,19,Wayanad,Kerala,29.11666660000003,0.2700844835,15.0
Acute Diarrhoeal Disease,19,Kalahandi,Odisha,41.1466666,0.001358605569,27.0
Acute Diarrhoeal Disease,19,Balangir,Odisha,40.906000000000006,0.02154909188,17.0
Acute Diarrhoeal Disease,19,Dindigul - Palani,Tamil Nadu,31.775000000000034,0.1533088396,19.0
Acute Diarrhoeal Disease,20,Guntur,Andhra Pradesh,41.874000000000024,0.006561507979,23.0
Acute Diarrhoeal Disease,20,Visakhapatnam,Andhra Pradesh,35.442000000000064,0.02533374769,16.0
Acute Diarrhoeal Disease,20,Koppal,Karnataka,43.59000000000003,0.004287511142,49.0
Acute Diarrhoeal Disease,20,Khargone,Madhya Pradesh,49.86600000000004,0.0009835676721,49.0
Cholera,20,Howrah,West Bengal,31.94333340000003,0.6215048781,108.0
Dengue,20,South Goa,Goa,34.55666660000003,0.003058369119,17.0
Malaria,21,Dhubri,Assam,25.406000000000006,0.7692469173,12.0
Acute Diarrhoeal Disease,21,Mahasamund,Chhattisgarh,44.30600000000004,0.01405675225,34.0
Acute Diarrhoeal Disease,21,Kheda,Gujarat,44.44333340000003,7.54e-05,55.0
Acute Diarrhoeal Disease,21,Dharwad,Karnataka,45.35500000000002,0.08211990857,96.0
Chikungunya,21,Devbhoomi Dwarka,Gujarat,42.886000000000024,0.0002652657501,5.0
Dengue,21,Chikkamagaluru,Karnataka,31.27000000000004,0.1701267589,45.0
Acute Diarrhoeal Disease,22,Dhemaji,Assam,25.846000000000004,0.1343827964,15.0
Acute Diarrhoeal Disease,22,Doda,Jammu and Kashmir,17.49000000000001,0.6510872795,615.0
Dengue,22,Belagavi,Karnataka,41.083333400000015,0.11950825,7.0
Acute Diarrhoeal Disease,22,Raigad,Maharashtra,39.946000000000026,0.003058341195,53.0
Chikungunya,22,Madurai,Tamil Nadu,41.815000000000055,0.03958777948,79.0
Acute Diarrhoeal Disease,23,Andaman,Andaman and Nicobar Islands,28.57000000000005,0.77260494,8.0
Acute Diarrhoeal Disease,23,Kra Daadi,Arunachal Pradesh,25.963333400000067,0.5714545475,27.0
Acute Diarrhoeal Disease,23,Dumka,Jharkhand,33.26666660000001,0.2690874119,67.0
Acute Diarrhoeal Disease,23,Hassan,Karnataka,31.880000000000052,0.402262724,60.0
Acute Diarrhoeal Disease,23,Kalaburagi,Karnataka,43.163333400000056,0.09125306694,21.0
Chikungunya,23,Shimoga,Karnataka,34.84333340000006,0.142101161,32.0
Dengue,23,Dharmapuri,Tamil Nadu,34.50000000000006,0.4194237724,63.0
Acute Diarrhoeal Disease,23,Basirhat,West Bengal,27.51800000000003,1.666489829,27.0
Acute Diarrhoeal Disease,23,Kamrup,Assam,31.396666600000003,0.3783044545,13.0
Acute Diarrhoeal Disease,23,Rajnandgaon,Chhattisgarh,45.698000000000036,0.0001514191123,112.0
Acute Diarrhoeal Disease,23,Sahebganj,Jharkhand,32.03333340000006,0.05639530422,30.0
Dengue,23,Idukki,Kerala,27.28000000000003,1.130569641,15.0
Dengue,23,Ernakulam,Kerala,30.060000000000002,0.4539858576,36.0
Dengue,23,Chikkamagaluru,Karnataka,31.340000000000032,0.0525833257,15.0
Dengue,23,Haveri,Karnataka,34.03800000000001,0.04261680977,65.0
Acute Diarrhoeal Disease,23,Vijayapur,Karnataka,42.298,0.03798668708,21.0
Acute Diarrhoeal Disease,23,Buldhana,Maharashtra,51.434000000000026,6.61e-05,48.0
Dengue,23,Palghar,Maharashtra,41.603333400000054,0.0002743511347,8.0
Dengue,23,Raigad,Maharashtra,42.246666600000026,0.0002675690383,24.0
Acute Diarrhoeal Disease,24,Janjgir,Chhattisgarh,37.1466666,0.002878310014,24.0
Cholera,24,North Delhi,Delhi,43.49333340000004,0.06398791246,4.0
Acute Diarrhoeal Disease,24,Mahesana,Gujarat,44.446666600000015,0.04759859363,13.0
Cholera,24,Gandhi Nagar,Gujarat,42.450000000000045,7.08e-05,3.0
Acute Diarrhoeal Disease,24,Kalaburagi,Karnataka,41.8966666,0.1294813883,40.0
Malaria,24,Sangli,Maharashtra,39.32000000000005,0.009114818469,7.0
Acute Diarrhoeal Disease,24,Barwani,Madhya Pradesh,45.422000000000025,0.03313022845,31.0
Acute Diarrhoeal Disease,24,Dhar,Madhya Pradesh,45.09400000000005,0.03116441722,63.0
Acute Diarrhoeal Disease,24,Angul,Odisha,31.09666660000005,0.4053507014,8.0
Cholera,24,Patiala,Punjab,42.06,0.02437384092,141.0
Acute Diarrhoeal Disease,24,The Nilgiris,Tamil Nadu,28.403333400000065,1.149095645,16.0
Dengue,24,Dharmapuri,Tamil Nadu,35.66500000000002,0.06686690604,52.0
Acute Diarrhoeal Disease,24,Auraiya,Uttar Pradesh,39.714000000000055,0.001052918649,70.0
Acute Diarrhoeal Disease,24,Purulia,West Bengal,36.27000000000004,0.130734667,25.0
Dengue,24,Visakhapatnam,Andhra Pradesh,35.18000000000001,0.005092893307,14.0
Acute Diarrhoeal Disease,24,Cachar,Assam,28.81400000000002,0.3031140007,8.0
Acute Diarrhoeal Disease,24,Janjgir,Chhattisgarh,38.660000000000025,0.0421244447,19.0
Chikungunya,24,Bangalore Urban,Karnataka,32.42333340000005,0.7047662041,40.0
Acute Diarrhoeal Disease,24,Chandrapur,Maharashtra,43.72200000000004,0.008591162934,142.0
Dengue,24,Sangli,Maharashtra,42.76000000000005,0.002000857702,12.0
Chikungunya,24,Sangli,Maharashtra,42.81333340000003,0.001723798489,10.0
Acute Diarrhoeal Disease,25,Chittoor,Andhra Pradesh,36.97000000000003,0.01858787331,35.0
Acute Diarrhoeal Disease,25,Ahmedabad,Gujarat,36.02333340000001,0.1622094207,34.0
Acute Diarrhoeal Disease,25,Poonch,Jammu and Kashmir,31.370000000000005,0.1477448799,117.0
Dengue,25,Hassan,Karnataka,28.465000000000032,0.1456493863,11.0
Dengue,25,Kasaragod,Kerala,28.350000000000023,1.897344269,19.0
Dengue,25,Wayanad,Kerala,26.382000000000062,0.5663232926,17.0
Acute Diarrhoeal Disease,25,Sangli,Maharashtra,30.635000000000048,0.1024741058,58.0
Acute Diarrhoeal Disease,25,Nimach,Madhya Pradesh,42.12600000000003,0.5770076868,123.0
Malaria,25,Gomati,Tripura,28.57000000000005,0.3864496424,190.0
Acute Diarrhoeal Disease,25,Burdwan,West Bengal,34.295000000000016,1.396773262,40.0
Acute Diarrhoeal Disease,25,Dibrugarh,Assam,29.170000000000016,0.5659578779,70.0
Dengue,25,East Singhbhum,Jharkhand,34.82200000000006,0.02637490244,8.0
Chikungunya,25,Chamarajanagar,Karnataka,30.33400000000006,0.2789780155,32.0
Dengue,25,Dakshina Kannada,Karnataka,31.210000000000036,0.2751211743,21.0
Dengue,25,Kolhapur,Maharashtra,34.860000000000014,0.3320778241,7.0
Dengue,25,Satara,Maharashtra,34.14500000000004,0.4617648517,6.0
Acute Diarrhoeal Disease,25,Bhind,Madhya Pradesh,44.91666660000004,0.01127184292,34.0
Malaria,25,Bareilly,Uttar Pradesh,18.370000000000005,0.3676343825,2102.0
Acute Diarrhoeal Disease,26,Rajnandgaon,Chhattisgarh,42.23000000000002,0.1569675641,39.0
Malaria,26,East Singhbhum,Jharkhand,31.000000000000057,0.2486153827,44.0
Malaria,26,West Singhbhum,Jharkhand,33.13000000000005,0.4037023958,49.0
Malaria,26,Kasaragod,Kerala,24.750000000000057,2.082263409,5.0
Dengue,26,Bangalore Rural,Karnataka,33.23000000000002,0.3778528099,27.0
Acute Diarrhoeal Disease,26,Gadchiroli,Maharashtra,43.14000000000004,0.5460939741,11.0
Dengue,26,Raigad,Maharashtra,32.65666660000005,0.4788856141,15.0
Acute Diarrhoeal Disease,26,Ratnagiri,Maharashtra,30.600000000000023,0.8088987118,26.0
Acute Diarrhoeal Disease,26,Datia,Madhya Pradesh,41.400000000000034,0.07549213399,17.0
Acute Diarrhoeal Disease,26,Muktsar,Punjab,35.786,0.09348640128,12.0
Chikungunya,26,Dharmapuri,Tamil Nadu,38.23000000000002,0.1341004157,39.0
Dengue,26,East Siang,Arunachal Pradesh,24.123333400000035,0.7817187043,15.0
Acute Diarrhoeal Disease,26,Raipur,Chhattisgarh,44.650000000000034,0.1077817702,39.0
Dengue,26,Ernakulam,Kerala,30.310000000000002,0.3952323391,30.0
Dengue,26,Haveri,Karnataka,25.33000000000004,0.4827226115,33.0
Chikungunya,26,Kolar,Karnataka,33.57666660000001,0.6459420959,23.0
Acute Diarrhoeal Disease,27,Kadapa,Andhra Pradesh,40.79000000000002,0.2276109761,282.0
Acute Diarrhoeal Disease,27,Vizianagaram,Andhra Pradesh,32.99000000000001,0.1162495604,14.0
Acute Diarrhoeal Disease,27,Solan,Himachal Pradesh,29.87666660000002,0.3992460076,46.0
Dengue,27,Bengaluru,Karnataka,33.610000000000014,0.07216526129,13.0
Acute Diarrhoeal Disease,27,Alappuzha,Kerala,25.710000000000036,0.5964717478,94.0
Acute Diarrhoeal Disease,27,Moga,Punjab,35.81400000000002,0.0654870152,13.0
Acute Diarrhoeal Disease,27,Tiruvallur,Tamil Nadu,39.73000000000002,0.05142898177,11.0
Dengue,27,Kadapa,Andhra Pradesh,40.79000000000002,0.2835273569,6.0
Acute Diarrhoeal Disease,27,Jehanabad,Bihar,42.39000000000004,0.2906691508,10.0
Acute Diarrhoeal Disease,27,Kawardha,Chhattisgarh,43.85666660000004,0.2134299573,10.0
Acute Diarrhoeal Disease,27,Mandi,Himachal Pradesh,29.81800000000004,0.2238471877,104.0
Chikungunya,27,Chikkaballapura,Karnataka,34.04000000000002,0.09329984611,45.0
Acute Diarrhoeal Disease,27,Keonjhar,Odisha,30.640000000000043,0.1884896995,13.0
Acute Diarrhoeal Disease,27,Mathura,Uttar Pradesh,41.19333340000003,0.03729180815,194.0
Acute Diarrhoeal Disease,28,East Siang,Arunachal Pradesh,20.870000000000005,1.589279616,21.0
Acute Diarrhoeal Disease,28,Janjgir,Chhattisgarh,31.29000000000002,2.433206485,72.0
Acute Diarrhoeal Disease,28,Angul,Odisha,13.890000000000043,2.743778799,14.0
Acute Diarrhoeal Disease,28,Pratapgarh,Rajasthan,26.470000000000027,1.640495292,90.0
Dengue,28,Erode,Tamil Nadu,36.75500000000005,0.06368053727,19.0
Acute Diarrhoeal Disease,28,Midnapore East,West Bengal,26.630000000000052,0.8999829591,22.0
Acute Encephalitis Syndrome,28,Jehanabad,Bihar,44.82600000000002,0.02124739681,4.0
Dengue,28,Ernakulam,Kerala,28.950000000000045,1.353752104,24.0
Dengue,28,Thane,Maharashtra,34.440000000000055,2.685362899,5.0
Dengue,28,Wanaparthy,Telangana,35.670000000000016,0.4771254742,19.0
Acute Diarrhoeal Disease,28,Jalaun,Uttar Pradesh,40.01800000000003,0.08099650702,47.0
Acute Diarrhoeal Disease,29,Vadodara,Gujarat,31.730000000000018,0.1829838399,20.0
Acute Diarrhoeal Disease,29,Dumka,Jharkhand,32.37666660000002,0.1860454064,16.0
Acute Diarrhoeal Disease,29,Kupwara,Jammu and Kashmir,19.863333400000045,0.1575381378,21.0
Dengue And Chikungunya,29,Bangalore Rural,Karnataka,35.120000000000005,0.08700888881,28.0
Dengue,29,Davanagere,Karnataka,29.310000000000002,0.4822923075,32.0
Acute Diarrhoeal Disease,29,Gadchiroli,Maharashtra,35.13000000000005,0.1987197074,24.0
Acute Diarrhoeal Disease,29,Bolangir,Odisha,30.77000000000004,0.3999535134,30.0
Acute Diarrhoeal Disease,29,Hoshiarpur,Punjab,22.79000000000002,0.5697781468,11.0
Cholera,29,Gurdaspur,Punjab,27.023333400000013,0.3756475507,2.0
Acute Diarrhoeal Disease,29,Baran,Rajasthan,34.85000000000002,1.833841153,59.0
Acute Diarrhoeal Disease,29,Jhalawar,Rajasthan,33.25000000000006,0.02344851527,25.0
Acute Diarrhoeal Disease,29,Kanpur (Dehat),Uttar Pradesh,38.75000000000006,1.010539474,153.0
Acute Diarrhoeal Disease,29,Dehradun,Uttarakhand,22.82000000000005,1.157722778,29.0
Acute Diarrhoeal Disease,29,Janjgir,Chhattisgarh,29.930000000000007,0.5441624484,13.0
Acute Diarrhoeal Disease,29,Surajpur,Chhattisgarh,42.00600000000003,0.001636847556,74.0
Chikungunya,29,Dharwad,Karnataka,31.900000000000034,0.8206304147,12.0
Chikungunya,29,Idukki,Kerala,26.160000000000025,0.7307986165,10.0
Dengue,29,Satara,Maharashtra,43.92333340000005,0.0004985160964,28.0
Suspected Dengue,29,Thane,Maharashtra,36.110000000000014,0.7510082657,5.0
Acute Diarrhoeal Disease,30,Balodabazar,Chhattisgarh,37.27400000000006,0.3093195747,47.0
Cholera,30,North Delhi,Delhi,33.49000000000001,0.8748362289,5.0
Acute Diarrhoeal Disease,30,Kheda,Gujarat,38.74000000000001,0.1766005699,18.0
Cholera,30,Navsari,Gujarat,31.135000000000048,0.1795757448,25.0
Chikungunya,30,Dharwad,Karnataka,35.97000000000003,0.6616024224,6.0
Dengue,30,Mandya,Karnataka,34.170000000000016,0.5058077133,19.0
Dengue,30,Raichur,Karnataka,37.39000000000004,0.2706563897,4.0
Acute Diarrhoeal Disease,30,Palghar,Maharashtra,28.870000000000005,0.3040429281,9.0
Acute Diarrhoeal Disease,30,S.A.S Nagar,Punjab,30.98333340000005,0.2836651093,24.0
Acute Diarrhoeal Disease,30,Thiruvalluvar,Tamil Nadu,35.120000000000005,0.640574405,43.0
Acute Diarrhoeal Disease,30,Ghazipur,Uttar Pradesh,35.82000000000005,1.071848138,12.0
Acute Encephalitis Syndrome,30,Munger,Bihar,32.72333340000006,0.4163308108,2.0
Dengue,30,Chikkaballapur,Karnataka,31.670000000000016,0.1238350468,17.0
Malaria,30,Udupi,Karnataka,27.310000000000002,3.089131455,13.0
Acute Diarrhoeal Disease,30,Aligarh,Uttar Pradesh,26.710000000000036,0.1384236479,75.0
Acute Diarrhoeal Disease,31,Tinsukia,Assam,28.610000000000014,0.9413872445,10.0
Acute Diarrhoeal Disease,31,Pali,Rajasthan,29.660000000000025,1.240952559,15.0
Acute Diarrhoeal Disease,31,Medchal,Telangana,34.13000000000005,0.5488513022,13.0
Acute Diarrhoeal Disease,31,Firozabad,Uttar Pradesh,38.360000000000014,1.205940721,32.0
Acute Diarrhoeal Disease,31,Durg,Chhattisgarh,34.98000000000002,0.4978949548,40.0
Dengue,31,Chikkaballapur,Karnataka,30.130000000000052,0.9001212425,28.0
Chikungunya,31,Dharwad,Karnataka,35.97000000000003,0.6616024224,9.0
Acute Diarrhoeal Disease,31,Jabalpur,Madhya Pradesh,22.398000000000025,0.04318086447,6.0
Acute Diarrhoeal Disease,31,Jabalpur,Madhya Pradesh,40.93000000000001,0.1563273325,29.0
Acute Diarrhoeal Disease,31,Jabalpur,Madhya Pradesh,30.57000000000005,0.5221604592,8.0
Dengue,31,Mahe,Puducherry,27.560000000000002,0.8563175475,4.0
Acute Diarrhoeal Disease,31,Baran,Rajasthan,39.91666660000004,0.1892438961,61.0
Acute Diarrhoeal Disease,31,Gonda,Uttar Pradesh,30.32000000000005,0.5614854338,19.0
Chikungunya,31,East Siang,Arunachal Pradesh,20.870000000000005,1.589279616,77.0
Dengue,31,East Siang,Arunachal Pradesh,14.490000000000009,1.698544596,158.0
Acute Diarrhoeal Disease,31,Uttara Kannada,Karnataka,27.49000000000001,1.296575106,43.0
Acute Diarrhoeal Disease,32,Chikkaballapur,Karnataka,32.39000000000004,0.1636546059,71.0
Dengue,32,Tumkur,Karnataka,33.190000000000055,0.2077299896,14.0
Acute Diarrhoeal Disease,32,Datia,Madhya Pradesh,32.33000000000004,0.6882950262,7.0
Acute Diarrhoeal Disease,32,Datia,Madhya Pradesh,32.33000000000004,0.624503848,20.0
Acute Diarrhoeal Disease,32,Rayagada,Odisha,27.610000000000014,1.409028237,13.0
Acute Diarrhoeal Disease,32,S.A.S Nagar,Punjab,30.700000000000045,0.7007146467,10.0
Dengue,32,Bareilly,Uttar Pradesh,30.930000000000007,0.4327190655,16.0
Acute Diarrhoeal Disease,32,Gonda,Uttar Pradesh,30.690000000000055,0.629128705,12.0
Dengue,32,Nadia,West Bengal,28.180000000000007,0.6856440832,27.0
Acute Diarrhoeal Disease,32,Marigaon,Assam,27.28000000000003,1.01198966,31.0
Dengue,32,Imphal East,Manipur,25.950000000000045,0.7593519637,29.0
Chikungunya,32,East Siang,Arunachal Pradesh,20.870000000000005,1.589279616,83.0
Dengue,32,East Siang,Arunachal Pradesh,24.123333400000035,0.7817187043,168.0
Acute Diarrhoeal Disease,33,Balodabazar,Chhattisgarh,26.630000000000052,1.576523139,39.0
Acute Diarrhoeal Disease,33,Mandi,Himachal Pradesh,24.474000000000046,1.048003082,59.0
Acute Encephalitis Syndrome,33,Nagpur,Maharashtra,24.170000000000016,1.685334714,1.0
Acute Diarrhoeal Disease,33,Balasore,Odisha,31.056666600000028,0.6623736634,18.0
Acute Diarrhoeal Disease,33,Balasore,Odisha,30.950000000000045,0.6755934214,17.0
Acute Diarrhoeal Disease,33,Siddharth Nagar,Uttar Pradesh,27.640000000000043,0.7824356537,9.0
Acute Diarrhoeal Disease,33,Tehri Garhwal,Uttarakhand,13.102000000000032,1.486027581,5.0
Dengue,33,Murshidabad,West Bengal,31.230000000000018,0.7416281037,17.0
Acute Diarrhoeal Disease,33,Purulia,West Bengal,29.060000000000002,0.5817800031,35.0
Chikungunya,33,Madurai,Tamil Nadu,43.39000000000004,0.004243494,32.0
Dengue,33,East Siang,Arunachal Pradesh,14.490000000000009,1.698544596,158.0
Chikungunya,33,East Siang,Arunachal Pradesh,20.870000000000005,1.589279616,77.0
Acute Diarrhoeal Disease,34,East Kameng,Arunachal Pradesh,17.94333340000003,1.301433854,24.0
Acute Diarrhoeal Disease,34,East Kameng,Arunachal Pradesh,17.94333340000003,1.301433854,21.0
Acute Diarrhoeal Disease,34,Janjgir,Chhattisgarh,27.730000000000018,0.7664546698,17.0
Acute Diarrhoeal Disease,34,Kawardha,Chhattisgarh,28.07000000000005,1.24555065,11.0
Acute Diarrhoeal Disease,34,Kawardha,Chhattisgarh,26.48333340000005,0.5172566964,9.0
Acute Diarrhoeal Disease,34,Anand,Gujarat,28.150000000000034,0.8088184757,40.0
